day_of_week,driver_age,driver_sex,educational_level,driving_experience,vehicle_type,vehicle_owner,service_year,accident_area,lanes,road_allignment,junction_type,surface_type,road_surface_conditions,light_condition,weather_condition,collision_type,vehicles_involved,casualties,vehicle_movement,casualty_class,casualty_sex,casualty_age,casualty_severity,pedestrian_movement,accident_cause,hour,minute
7,4,2,7,3,5,1,6,7,2,6,8,4,1,4,3,9,2,1,5,4,3,6,4,6,6,14,1
3,1,1,2,3,1,4,6,7,3,6,8,1,1,4,3,9,2,1,5,1,1,2,3,6,1,20,48
2,1,2,5,2,16,4,4,3,3,5,8,1,1,4,3,9,2,4,8,3,1,4,3,6,11,14,20
5,2,2,5,3,4,4,6,7,2,6,8,1,1,4,3,9,2,1,10,2,1,5,3,6,2,22,6
6,1,2,5,4,10,4,6,10,3,6,3,5,4,3,5,9,2,1,4,1,2,2,3,6,2,21,16
1,1,2,3,3,8,4,2,3,5,6,1,1,1,4,3,1,2,2,8,3,1,4,3,6,2,18,51
5,2,2,3,4,1,4,2,8,5,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,4,16,36
3,5,1,5,4,13,4,2,8,3,6,6,1,4,1,5,9,2,1,3,1,2,2,3,6,11,1,51
3,3,2,5,3,5,4,2,10,5,4,8,1,1,4,3,9,1,1,3,4,3,6,4,6,13,16,60
3,2,2,5,3,15,4,3,3,7,6,8,1,1,4,3,9,1,2,3,3,1,5,3,6,5,19,5
6,3,2,5,4,1,4,3,8,5,6,4,1,1,4,3,9,2,1,3,4,3,6,4,6,12,9,1
2,1,2,5,5,4,4,6,7,1,6,2,1,4,4,5,9,2,1,5,3,1,2,3,2,4,10,31
5,2,2,5,5,1,4,6,3,3,6,2,1,1,4,3,9,3,2,3,1,2,2,3,6,4,13,18
2,1,2,5,2,9,4,1,4,5,6,8,1,1,4,3,3,2,1,5,1,2,1,3,6,13,13,28
3,2,2,5,3,8,4,6,13,7,6,8,1,1,3,3,9,2,1,3,1,1,1,3,6,1,23,1
2,1,2,2,3,6,4,6,10,1,6,8,1,1,4,3,3,2,2,3,1,2,1,3,6,12,4,56
4,1,2,5,2,8,1,2,8,7,6,1,1,4,4,3,2,3,4,3,4,3,6,4,6,2,12,11
4,1,2,1,1,1,4,6,10,5,6,2,1,1,4,3,9,3,3,2,4,3,6,4,6,6,14,46
7,2,2,5,2,8,4,4,3,3,6,8,4,4,4,6,9,2,2,3,4,3,6,4,6,4,9,14
7,1,2,3,4,6,4,6,7,1,2,8,1,1,4,3,9,1,2,3,4,3,6,4,6,11,22,47
4,1,2,7,5,1,4,6,8,3,6,2,1,1,4,3,9,2,3,3,4,3,6,4,6,1,12,46
6,2,2,5,2,1,4,2,10,3,6,3,1,4,1,3,9,2,1,3,4,3,6,4,6,2,18,44
1,4,2,5,5,8,4,2,10,2,6,8,1,1,1,3,9,2,2,4,1,2,1,3,6,2,2,6
5,2,2,3,3,8,4,2,8,3,6,8,1,4,1,4,7,2,3,5,1,1,2,3,6,1,18,51
4,2,2,5,4,1,4,3,7,3,8,8,1,1,4,3,9,2,1,3,1,1,1,3,6,1,18,12
1,3,2,5,1,1,4,6,8,2,6,1,1,1,1,3,9,2,1,3,1,2,1,3,6,2,18,31
1,2,2,5,3,9,4,6,7,3,6,2,1,1,4,3,9,2,1,3,3,2,2,2,3,6,18,26
7,1,2,5,1,8,4,6,7,3,6,1,1,1,4,3,9,2,3,3,2,1,4,3,6,12,19,37
6,2,2,5,2,9,4,6,3,3,6,2,1,1,4,3,2,2,1,3,4,3,6,4,6,1,18,51
5,3,2,5,5,5,4,6,8,3,6,1,1,1,4,3,9,2,1,3,1,1,4,3,6,11,18,11
7,1,2,5,5,16,4,6,7,3,6,1,1,1,1,3,2,2,1,3,1,1,4,3,6,16,23,33
6,1,2,5,2,1,4,2,8,3,1,3,1,4,1,5,9,2,1,3,1,2,2,3,6,2,19,46
7,2,2,5,3,9,4,2,3,5,6,1,1,1,4,3,9,3,1,3,4,3,6,4,6,11,9,31
6,3,2,5,2,11,4,6,13,1,6,8,1,1,4,3,9,2,1,3,2,1,2,3,6,1,12,15
2,4,2,2,4,10,4,6,7,3,6,1,1,1,1,3,9,2,1,3,1,2,2,3,6,2,24,6
5,4,2,5,5,9,4,6,3,5,6,4,3,4,4,7,9,2,2,3,4,3,6,4,6,16,13,33
7,2,2,2,3,6,4,6,5,6,6,8,1,4,1,5,3,2,1,3,4,3,6,4,6,17,22,36
1,2,2,3,2,6,4,6,10,5,6,8,1,4,4,3,9,2,1,5,1,2,2,3,6,1,9,16
6,3,2,5,5,9,4,6,7,3,6,2,1,1,4,3,7,3,3,3,4,3,6,4,6,12,16,41
3,3,2,3,2,9,4,4,10,7,6,8,1,1,4,3,9,2,1,4,4,3,6,4,6,13,14,2
6,3,2,5,3,15,4,2,10,2,6,1,1,4,4,5,9,2,1,3,1,2,1,3,6,1,13,37
6,4,2,5,5,1,4,2,3,2,6,8,4,4,4,5,9,2,4,3,3,1,4,3,6,11,19,35
5,1,2,5,4,16,4,3,7,3,8,8,1,4,4,5,9,2,4,2,2,1,2,3,6,11,10,21
3,5,2,5,3,11,4,6,2,5,6,8,1,1,4,3,3,2,1,4,1,1,1,3,6,10,24,26
7,2,2,5,4,4,4,3,10,5,6,2,1,4,4,3,9,2,2,3,4,3,6,4,6,13,11,36
1,1,2,5,5,6,1,2,10,3,6,8,1,1,1,3,2,1,1,3,1,2,2,3,6,5,5,25
2,2,2,2,4,5,4,6,13,5,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,11,11,31
2,2,2,5,3,10,4,4,8,7,6,8,1,4,4,5,9,2,5,3,1,1,2,3,6,11,9,2
1,2,2,3,2,6,4,2,7,3,8,8,1,1,4,3,9,1,1,3,1,2,2,3,6,4,9,6
6,4,2,3,4,4,2,6,8,3,6,1,1,4,1,3,9,2,1,3,4,3,6,4,6,1,12,31
7,1,2,2,1,1,4,4,10,3,6,2,1,1,4,3,9,3,1,3,3,1,1,3,6,11,8,21
6,5,2,2,1,1,4,6,3,3,6,8,1,1,1,3,9,3,1,5,4,3,6,4,6,11,19,1
7,2,2,5,2,9,2,1,7,7,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,10,13,56
2,4,2,5,3,6,4,3,8,5,6,8,1,1,4,3,2,2,1,3,3,1,4,3,2,1,17,21
6,5,1,3,4,1,4,6,10,7,6,8,1,1,1,3,9,1,1,4,3,1,1,3,3,12,23,11
1,2,2,3,3,15,4,6,7,5,6,1,1,1,4,3,9,3,2,3,1,2,4,3,6,11,18,51
7,2,2,3,2,1,4,2,10,5,6,1,1,1,4,3,9,3,2,3,1,2,1,3,6,2,13,52
2,1,2,5,5,15,4,3,5,7,6,8,1,4,4,5,9,2,2,3,1,2,5,3,6,14,20,21
6,1,2,5,3,6,4,6,7,5,6,2,2,1,4,3,9,2,1,3,1,2,2,2,6,4,11,12
6,5,1,5,1,11,4,2,8,5,6,2,1,1,4,3,9,3,1,2,1,1,1,3,6,2,19,54
5,2,2,5,4,1,4,6,3,3,6,6,1,4,1,5,9,1,1,3,1,2,2,3,6,11,8,2
1,5,2,5,3,1,4,6,7,3,8,1,1,1,1,3,9,2,1,3,2,1,1,3,6,1,2,3
5,1,2,5,5,11,4,6,7,3,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,2,13,12
7,1,2,5,2,1,4,6,7,3,6,1,1,1,1,3,9,2,1,3,1,2,5,3,6,4,18,46
6,1,2,7,3,6,4,6,8,7,6,1,1,1,4,3,9,3,3,3,4,3,6,4,6,1,15,56
2,1,2,5,3,10,4,2,8,5,6,2,1,1,1,3,2,2,1,3,2,1,1,3,6,13,20,46
5,2,2,2,2,1,4,6,8,3,6,8,1,1,1,3,9,1,1,3,4,3,6,4,6,4,20,36
5,1,2,5,3,1,4,6,8,5,6,1,1,1,4,3,9,1,1,3,4,3,6,4,6,17,16,11
3,2,2,2,4,9,1,4,13,3,6,8,1,1,4,3,9,3,3,3,4,3,6,4,6,2,20,48
7,2,2,5,1,12,4,6,7,2,6,2,1,1,4,3,9,2,1,3,4,3,6,4,6,1,9,21
2,4,2,5,4,6,4,1,11,5,2,4,1,1,1,3,9,2,1,3,1,2,2,3,6,1,22,49
1,4,2,5,3,6,4,3,10,2,6,1,1,1,1,3,9,2,1,3,3,1,5,3,2,11,18,51
4,3,2,3,1,1,4,6,8,2,6,8,1,1,4,3,7,2,1,3,2,2,2,3,6,13,13,50
6,2,2,3,4,15,4,6,8,3,6,8,1,4,4,5,9,2,1,4,4,3,6,4,6,16,10,18
4,1,2,5,3,11,4,5,10,3,6,8,1,1,4,3,9,2,2,4,4,3,6,4,6,4,23,31
1,3,2,5,3,6,4,6,7,5,6,2,1,4,4,5,3,2,2,3,1,2,1,3,6,13,16,31
1,1,2,5,3,14,4,4,8,5,6,2,1,1,4,3,9,2,1,3,1,2,3,3,6,4,18,37
1,2,2,5,2,6,4,3,5,5,6,8,1,4,3,3,9,2,2,3,4,3,6,4,6,14,18,26
4,2,2,7,3,7,4,1,8,7,6,8,1,1,4,3,9,1,1,3,2,2,5,3,6,2,19,1
3,4,2,2,2,8,4,6,3,7,6,8,1,1,4,3,3,1,1,3,1,2,1,3,6,10,14,45
1,3,2,5,2,1,4,4,7,7,6,4,1,1,4,3,9,2,1,5,1,2,1,3,6,2,17,15
3,3,2,5,4,6,4,2,8,5,8,4,1,4,1,3,9,2,1,3,1,2,1,3,6,11,20,11
4,1,2,5,3,6,4,6,7,3,6,6,1,1,4,3,9,2,2,3,4,3,6,4,6,14,13,33
6,5,2,3,6,9,4,6,8,2,6,2,1,1,4,3,9,2,2,3,1,1,1,3,6,10,17,16
4,1,2,5,4,1,4,4,8,5,6,4,1,1,4,3,2,2,1,4,1,2,1,3,6,5,20,1
5,5,1,5,3,10,4,6,8,3,6,2,1,1,1,8,9,1,1,10,4,3,6,4,6,4,3,1
1,2,2,5,5,1,4,6,3,4,6,1,1,1,4,3,9,2,2,3,4,3,6,4,6,13,17,16
2,3,2,5,4,6,4,6,7,7,6,8,1,1,4,3,9,1,1,5,1,1,4,3,6,11,15,58
2,3,2,3,4,1,1,6,8,2,6,8,1,4,4,5,9,1,1,3,2,1,5,3,6,12,10,46
7,3,2,5,2,1,2,2,8,5,8,2,1,4,4,5,9,2,2,3,2,1,5,3,6,11,10,37
3,1,2,5,3,4,1,2,2,5,6,8,1,1,3,3,9,3,2,4,4,3,6,4,6,12,14,2
2,1,2,2,2,1,1,4,8,3,6,1,1,4,4,5,2,2,1,3,3,1,1,3,2,6,16,31
1,1,2,5,5,8,4,2,7,3,6,8,1,1,4,3,9,2,1,3,1,2,1,3,6,2,8,51
4,4,2,5,3,12,4,2,10,2,4,8,1,4,1,5,3,2,3,3,1,2,2,3,6,13,18,23
2,1,2,5,5,8,4,6,10,2,6,8,1,1,4,3,9,2,2,2,4,3,6,4,6,10,20,56
4,3,2,5,4,9,4,6,10,7,6,2,1,1,4,3,9,2,1,3,1,2,2,3,6,11,11,31
7,1,2,2,2,6,4,6,8,7,6,2,1,1,4,3,9,1,1,8,2,1,4,3,6,1,20,16
3,2,2,5,4,6,4,4,1,7,4,8,1,1,4,3,3,2,1,3,4,3,6,4,6,11,13,6
6,1,2,5,5,6,4,6,7,7,6,8,1,1,4,3,9,2,1,3,1,2,2,3,6,11,9,31
7,1,2,5,1,1,4,6,2,5,6,8,1,1,1,3,9,2,1,3,4,3,6,4,6,11,19,16
6,2,2,1,1,1,4,1,8,5,6,1,1,1,1,3,3,1,1,2,1,1,2,3,6,2,19,31
1,3,2,5,4,5,4,6,7,4,6,2,1,4,4,5,9,2,2,3,1,1,2,3,6,11,16,31
2,5,1,5,4,16,4,6,7,3,6,1,1,1,4,3,9,3,2,3,4,3,6,4,6,10,15,58
4,1,2,7,3,1,4,6,3,1,7,8,1,4,1,3,2,2,1,2,4,3,6,4,6,13,13,54
3,1,2,5,1,16,4,6,7,3,4,2,1,1,1,3,9,3,1,3,4,3,6,4,6,12,23,31
5,2,2,5,3,12,4,6,8,3,6,4,1,1,1,3,2,2,1,3,2,1,1,3,6,10,13,52
5,1,2,3,5,6,4,6,8,3,6,8,1,4,1,5,2,3,1,3,4,3,6,4,6,2,12,6
1,4,2,5,1,15,4,6,10,1,6,8,1,1,4,3,9,2,1,3,1,2,2,3,6,2,21,31
5,1,2,5,3,1,4,1,8,7,6,2,1,4,1,3,9,1,1,4,1,1,1,3,6,13,13,1
6,2,2,2,1,17,4,4,7,5,6,1,1,4,4,5,7,2,3,3,2,1,1,3,6,1,9,48
7,4,2,2,3,7,4,6,10,7,6,2,1,1,4,3,9,3,3,5,1,1,1,3,6,4,20,1
6,2,2,3,2,12,4,3,7,3,6,4,1,1,4,3,3,2,1,4,4,3,6,4,6,2,14,31
1,2,2,5,3,1,4,3,7,3,7,2,1,1,4,8,9,1,1,4,4,3,6,4,6,10,9,46
6,3,2,5,3,1,4,6,3,5,6,1,1,3,1,4,3,2,3,3,1,2,1,3,6,2,17,27
1,3,2,5,4,12,4,6,3,3,6,8,1,1,4,3,9,2,1,4,4,3,6,4,6,19,13,9
3,2,2,5,1,1,4,2,10,2,6,8,1,1,4,3,9,2,1,4,1,2,5,3,6,11,19,46
3,2,2,5,3,11,4,6,8,1,6,8,1,1,4,3,9,1,1,3,4,3,6,4,6,11,16,1
4,1,2,5,4,1,1,5,10,3,6,2,1,1,4,3,9,1,1,10,3,1,3,3,6,13,20,16
6,3,2,5,3,1,4,4,7,3,6,1,1,1,4,3,2,5,1,3,2,1,2,3,6,11,10,26
2,1,2,5,3,5,4,6,7,2,6,2,1,4,1,3,3,2,1,3,4,3,6,4,6,13,23,1
4,2,2,5,3,1,4,6,8,3,6,4,1,1,4,3,9,2,2,10,1,2,5,3,6,10,11,11
2,3,2,5,4,6,4,6,7,5,6,2,1,4,4,3,3,2,1,3,1,2,1,3,6,12,14,6
1,4,2,5,3,9,4,6,8,7,6,2,1,1,1,3,7,4,1,3,2,2,3,3,6,11,4,40
6,2,2,5,4,6,1,6,1,5,6,8,1,4,1,3,9,2,2,3,2,1,1,2,6,5,18,11
7,2,2,5,5,1,4,6,3,7,6,1,1,1,1,3,9,2,1,3,1,2,1,3,6,1,19,17
1,2,2,5,1,1,4,6,8,3,6,1,1,4,4,3,2,2,1,3,4,3,6,4,6,1,14,16
7,2,2,5,1,12,4,6,7,3,6,8,1,1,1,3,9,2,1,4,1,1,4,3,6,2,8,8
1,2,2,5,3,10,4,1,8,7,6,2,1,4,4,3,9,2,1,3,1,2,1,3,6,3,16,31
3,1,2,5,3,6,4,6,8,5,6,8,1,1,4,3,9,2,1,3,1,2,5,3,6,14,11,51
4,5,1,5,5,15,4,6,8,3,6,2,1,1,1,3,9,2,1,2,1,2,2,3,6,11,1,2
6,4,2,5,2,10,4,6,10,3,6,4,1,1,4,3,9,2,1,6,2,2,5,3,6,10,18,23
1,1,2,5,2,6,1,1,3,7,4,8,1,1,4,3,9,3,1,3,4,3,6,4,6,2,18,21
7,2,2,2,2,15,4,6,7,3,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,10,9,56
1,4,2,5,5,6,4,4,8,2,6,2,1,1,4,3,9,2,2,3,1,2,4,3,6,17,13,31
2,3,2,5,2,6,4,3,13,7,6,8,1,1,4,3,3,2,2,3,4,3,6,4,6,11,10,54
3,1,2,5,2,6,4,6,8,2,6,2,1,1,1,3,3,2,2,3,2,1,5,3,6,2,5,6
5,1,2,3,1,6,4,6,8,5,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,1,13,31
2,4,2,5,3,1,4,6,7,5,6,2,1,1,4,3,9,2,1,3,1,2,1,3,6,2,9,41
3,2,2,5,3,4,4,6,7,3,6,8,1,4,1,5,9,3,1,3,1,2,1,3,6,11,2,57
7,1,2,5,2,15,4,2,7,1,6,8,1,1,4,3,9,2,3,3,3,2,1,3,6,17,16,60
4,1,2,2,2,6,1,6,13,1,6,2,3,4,1,6,9,2,1,3,1,2,2,3,6,5,1,11
4,3,2,2,3,10,4,1,8,7,6,2,1,1,1,6,9,1,1,3,1,2,1,3,6,4,21,31
1,1,2,5,2,12,1,6,1,5,6,1,1,1,1,3,9,4,1,5,4,3,6,4,6,13,21,9
4,2,2,5,5,11,4,1,8,5,6,1,1,1,1,6,9,2,1,3,1,2,2,3,6,5,22,6
1,2,2,5,4,1,4,2,8,5,8,4,1,1,4,3,9,2,1,3,3,2,4,3,6,6,15,58
3,3,2,5,4,8,4,6,7,1,2,2,1,1,1,3,3,2,2,3,1,2,3,3,6,2,1,26
2,1,2,5,3,1,4,4,13,7,6,8,1,1,4,3,9,4,1,12,4,3,6,4,6,11,16,41
3,2,2,5,5,11,4,2,8,3,6,1,1,1,4,3,9,2,1,3,1,2,2,2,6,1,12,16
2,5,1,3,3,10,4,6,13,3,6,8,1,1,1,3,3,3,1,8,4,3,6,4,6,10,22,51
5,5,2,2,3,11,4,2,8,2,6,8,1,1,4,3,7,2,1,3,1,2,2,3,6,1,16,51
5,2,2,5,3,1,4,6,7,2,6,8,1,1,4,3,2,1,1,4,1,1,1,3,6,11,8,1
3,2,2,5,2,5,4,6,7,5,6,8,1,1,1,3,9,2,1,3,4,3,6,4,6,6,16,46
3,3,2,5,2,10,4,1,8,1,6,2,1,4,4,3,9,3,1,3,2,1,2,3,6,11,12,40
3,3,2,5,2,1,4,6,3,3,6,2,1,1,4,3,9,3,2,8,3,1,5,3,6,6,14,31
6,2,2,5,3,8,4,3,8,3,6,2,4,1,4,3,9,2,5,5,2,2,1,3,6,2,14,36
7,3,2,4,1,11,4,6,7,2,6,2,1,1,4,3,9,2,2,3,4,3,6,4,6,11,16,17
6,2,2,1,4,1,4,6,8,5,6,8,1,1,4,3,9,2,2,3,4,3,6,4,6,10,16,16
3,3,2,2,2,6,4,6,8,3,6,2,1,4,4,5,9,2,3,3,2,1,2,3,6,1,13,1
1,1,2,2,5,1,4,1,5,1,6,8,1,1,1,3,3,1,1,3,4,3,6,4,6,2,2,56
1,2,1,5,2,1,4,3,8,3,6,4,1,1,4,3,9,1,2,4,4,3,6,4,6,6,13,47
4,1,2,5,3,12,4,1,4,5,6,1,1,4,4,5,3,2,1,3,4,3,6,4,6,2,14,1
4,2,2,5,2,8,1,2,10,3,6,2,1,1,4,3,9,1,1,4,4,3,6,4,6,10,17,21
7,2,2,6,4,1,4,1,8,3,6,2,1,1,1,3,9,2,1,3,1,2,4,3,6,10,5,49
6,1,2,2,3,1,4,4,13,7,6,4,1,1,1,3,9,2,2,3,2,2,1,3,6,17,24,17
1,3,2,5,4,1,4,6,7,5,6,1,1,1,1,3,9,3,5,10,1,1,2,3,6,11,21,56
7,2,2,5,3,1,4,6,2,7,6,1,1,4,4,3,9,2,1,3,4,3,6,4,6,1,7,34
3,1,2,5,2,1,4,6,7,1,6,2,1,1,4,3,9,2,1,3,4,3,6,4,6,6,14,13
2,1,2,2,3,6,4,6,7,3,6,8,1,1,1,3,3,2,1,3,1,2,1,3,6,11,21,46
7,1,2,7,2,1,4,2,8,5,6,2,1,1,4,3,9,2,2,2,3,1,1,3,2,10,14,4
7,5,1,5,1,11,1,6,7,7,6,2,1,1,4,3,9,2,1,3,4,3,6,4,6,13,12,37
2,1,1,5,2,1,4,6,10,3,6,8,1,1,4,5,9,4,3,5,1,2,1,3,6,2,10,10
5,5,2,5,2,1,4,4,7,3,3,2,1,1,4,3,9,2,1,3,3,2,2,3,7,10,15,44
7,2,2,5,1,14,4,6,7,1,6,4,1,4,1,5,9,2,1,10,4,3,6,4,6,10,18,36
7,1,2,5,2,9,4,6,8,3,6,2,1,4,4,3,3,3,2,4,4,3,6,4,6,12,9,11
6,2,2,5,2,1,4,1,8,7,6,8,1,1,1,3,3,2,1,3,1,2,1,3,6,11,24,16
6,5,2,5,4,11,4,6,3,5,6,3,1,1,1,3,9,2,1,3,2,2,2,2,6,4,19,11
7,1,2,5,3,6,4,6,7,3,6,8,1,4,1,5,9,2,1,3,1,1,1,3,6,10,22,36
7,5,1,5,1,6,4,2,8,3,6,1,1,1,1,3,9,2,1,3,4,3,6,4,6,17,24,2
2,2,2,5,3,1,4,5,7,3,6,1,1,4,3,3,9,2,3,12,4,3,6,4,6,2,20,41
3,1,2,5,4,6,4,6,7,5,6,8,1,1,4,3,9,2,1,1,4,3,6,4,6,4,19,7
3,1,2,5,1,1,4,6,10,3,6,1,1,4,4,5,9,1,1,3,3,2,4,3,6,10,11,31
7,3,2,2,3,1,4,6,13,3,6,8,1,1,4,8,9,2,1,3,1,1,2,3,6,11,13,1
5,5,2,5,2,15,4,6,8,7,6,8,1,1,1,8,9,2,1,3,4,3,6,4,6,2,20,31
2,4,2,5,2,7,4,4,10,7,9,8,1,4,1,4,3,1,2,5,1,2,2,3,6,1,1,26
7,3,3,5,3,9,4,2,10,1,6,2,1,4,4,5,9,1,1,3,1,2,1,3,6,1,11,40
5,2,2,5,5,7,4,6,8,2,6,2,1,1,4,3,3,3,2,5,1,1,2,3,6,2,16,11
5,3,2,5,5,15,1,3,8,7,6,8,1,1,4,3,9,2,1,3,1,1,2,3,6,10,16,16
6,5,2,5,5,15,1,6,7,1,6,2,1,1,4,3,1,2,1,3,3,1,4,3,6,11,11,21
7,4,3,5,3,4,4,2,8,3,6,2,1,1,4,3,9,2,1,5,3,1,1,3,7,2,16,1
5,1,2,5,4,6,4,6,7,2,7,8,5,4,4,5,9,2,3,4,1,1,4,3,6,1,16,56
2,1,2,2,4,6,4,6,10,3,6,8,1,1,4,3,9,2,1,2,1,2,5,3,6,1,14,24
6,1,2,5,1,1,4,4,10,3,6,8,1,4,1,3,9,2,2,3,4,3,6,4,6,11,18,11
1,1,2,5,3,8,4,4,10,7,9,1,1,1,3,3,9,2,1,3,3,1,1,2,6,14,4,1
5,1,2,5,2,15,4,5,8,5,6,1,1,1,1,3,9,2,1,3,4,3,6,4,6,10,22,16
5,2,2,5,1,11,4,6,7,3,6,8,1,1,4,3,9,2,1,5,4,3,6,4,6,6,19,46
5,3,2,5,1,10,4,6,3,1,6,2,1,1,4,3,9,2,1,3,4,3,6,4,6,6,16,41
6,5,2,5,2,8,4,6,5,3,6,1,1,1,4,3,9,2,1,3,2,1,1,3,6,4,13,49
5,5,2,5,5,8,4,6,7,5,6,8,1,1,4,3,9,2,1,3,1,2,4,3,6,6,19,51
5,1,2,5,5,8,2,1,7,7,6,8,1,4,1,4,9,2,3,3,1,1,2,3,6,4,18,51
4,3,2,2,3,11,4,6,10,7,6,6,1,1,4,3,9,4,3,3,1,2,1,3,6,10,14,57
7,1,2,7,2,1,4,6,10,5,6,8,1,1,4,3,2,2,2,3,4,3,6,4,6,4,12,12
6,1,2,5,1,5,4,6,8,5,6,2,1,1,4,3,7,2,2,3,4,3,6,4,6,2,8,38
1,2,2,3,3,6,1,2,8,3,6,2,1,1,4,3,7,2,3,3,3,1,1,3,2,2,17,56
1,2,1,5,1,8,4,6,8,4,6,8,1,1,1,3,9,3,5,1,4,3,6,4,6,4,20,29
4,2,2,5,2,1,4,6,8,3,6,8,1,4,4,3,9,2,2,3,2,1,1,3,6,13,18,31
3,5,1,2,3,10,2,3,10,3,6,2,1,1,1,3,9,3,1,3,4,3,6,4,6,11,22,15
2,1,2,3,1,1,4,5,3,5,6,8,1,4,4,3,9,2,3,3,1,2,1,3,6,17,9,50
2,2,3,3,4,1,4,6,5,3,6,8,1,4,1,5,9,2,1,4,1,2,1,3,6,2,23,49
7,1,2,5,5,9,1,6,7,3,1,2,1,4,4,4,9,2,2,5,4,3,6,4,6,12,9,25
1,1,2,2,2,8,4,6,8,3,6,2,1,1,4,3,9,2,1,4,3,2,4,3,6,1,18,31
6,1,2,2,1,4,4,6,7,3,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,18,19,41
3,2,2,5,2,6,1,2,2,5,6,2,1,1,1,3,2,3,1,3,4,3,6,4,6,11,20,46
7,5,2,5,1,1,4,6,8,5,6,1,1,1,4,3,3,2,1,4,1,2,4,2,6,11,12,31
4,1,2,5,3,1,4,6,7,5,6,2,1,1,1,3,9,1,3,3,1,2,3,3,6,4,1,54
5,5,1,4,7,1,4,6,3,3,6,2,1,1,1,3,9,3,1,3,4,3,6,4,6,17,1,27
1,2,2,5,3,1,4,6,7,4,6,8,1,1,4,3,2,1,2,3,4,3,6,4,6,14,16,34
5,3,2,2,4,6,4,6,8,3,6,1,1,1,4,3,9,2,1,3,3,2,2,3,4,2,17,59
1,2,2,5,3,16,4,6,8,3,6,8,1,4,4,5,9,2,2,3,1,2,2,3,6,1,18,41
1,1,3,5,3,1,4,6,3,3,6,8,1,1,4,3,9,3,2,3,3,1,5,2,6,19,13,9
3,1,2,5,2,1,1,6,10,7,6,8,1,1,3,3,9,2,4,3,4,3,6,4,6,4,19,9
2,5,2,5,3,10,4,4,7,3,6,8,1,4,1,3,9,1,1,2,4,3,6,4,6,10,21,11
7,2,2,5,2,6,1,3,8,5,6,8,1,1,4,4,9,2,1,3,4,3,6,4,6,1,9,16
3,5,1,2,3,4,4,6,7,7,6,2,1,1,4,3,9,2,1,3,1,2,1,3,6,10,13,11
6,1,2,5,3,6,4,2,8,3,1,2,1,1,4,3,9,2,2,3,1,2,1,3,6,11,14,31
2,1,2,5,4,1,4,6,8,3,7,3,1,1,1,3,3,2,1,3,1,2,2,1,6,12,22,36
1,5,1,5,4,1,4,6,8,3,6,2,1,1,4,3,7,3,3,3,3,2,4,2,7,13,17,56
2,1,2,2,4,1,4,6,10,5,6,8,1,1,1,3,9,2,2,3,4,3,6,4,6,14,24,11
1,2,2,5,3,11,4,6,7,5,6,2,1,4,4,3,9,1,1,3,1,2,5,3,6,11,12,56
6,1,2,5,3,15,4,5,8,5,7,8,1,4,4,3,9,3,1,3,1,2,1,3,6,2,10,1
7,1,2,2,2,6,2,2,8,5,8,1,1,4,4,9,9,2,1,3,2,1,4,3,6,10,19,46
7,1,2,2,2,9,4,2,10,5,6,2,1,4,4,5,9,1,1,4,1,2,1,3,6,13,7,31
5,2,2,5,3,9,4,6,8,2,6,8,1,1,4,3,2,2,1,10,1,2,2,3,6,2,10,1
4,2,2,5,2,1,4,1,10,5,4,2,1,1,1,3,9,3,2,2,3,2,2,3,6,10,23,41
3,1,2,2,2,6,4,6,8,3,6,8,1,4,1,3,9,1,1,3,2,1,4,3,6,2,14,11
3,1,2,5,4,5,4,6,8,3,4,2,1,1,4,3,2,2,1,3,4,3,6,4,6,11,17,6
6,2,1,2,4,6,4,6,10,5,6,8,1,1,4,3,9,2,1,3,1,2,5,3,6,4,18,46
6,2,2,5,3,16,4,1,13,7,4,8,1,4,4,3,3,2,1,3,4,3,6,4,6,13,13,11
5,2,2,1,4,6,4,6,13,3,6,2,1,4,1,5,9,2,1,3,3,1,2,3,3,3,18,25
6,2,2,2,5,11,4,6,7,7,8,2,1,1,4,3,9,2,1,3,4,3,6,4,6,13,10,31
4,1,2,2,3,8,2,1,7,7,6,8,1,1,1,3,9,3,4,3,2,1,1,3,6,12,24,57
5,1,2,5,4,1,4,6,10,3,6,8,1,1,4,3,3,3,1,3,1,2,2,3,6,10,15,46
5,2,2,5,3,1,4,6,8,3,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,19,19,11
4,1,2,1,1,6,1,1,3,7,4,8,1,1,4,3,9,3,1,1,3,2,5,3,7,1,17,1
2,2,2,2,3,1,4,6,10,1,6,1,1,4,4,9,9,2,1,3,1,2,2,3,6,2,13,6
4,1,2,1,3,6,4,2,3,3,6,2,1,4,1,3,2,1,2,3,4,3,6,4,6,4,4,1
1,2,2,2,3,16,4,2,7,1,6,6,1,1,4,3,3,2,1,3,1,1,2,3,6,13,7,11
5,5,2,5,3,10,4,3,7,3,6,1,1,1,4,3,9,2,1,3,4,3,6,4,6,13,16,34
